age,gender,citizenship,event_location_region,date_of_event,date_of_death,type_of_injury,killed_by,year_of_death
32.0,M,Israeli,Israel,2003-01-05,2003-01-05,explosion,Palestinian civilians,2003
25.0,F,Israeli,Israel,2003-01-05,2003-01-05,explosion,Palestinian civilians,2003
52.0,M,Israeli,Israel,2003-01-05,2003-01-05,explosion,Palestinian civilians,2003
25.0,M,Israeli,Israel,2003-01-05,2003-01-05,explosion,Palestinian civilians,2003
30.0,M,Israeli,Israel,2003-01-05,2003-01-05,explosion,Palestinian civilians,2003
71.0,M,Israeli,West Bank,2003-01-02,2003-01-02,gunfire,Palestinian civilians,2003
17.0,M,Palestinian,Israel,2003-01-02,2003-01-02,gunfire,Israeli security forces,2003
21.0,M,Palestinian,Gaza Strip,2003-01-02,2003-01-02,gunfire,Israeli security forces,2003
16.0,M,Palestinian,Gaza Strip,2003-01-01,2003-01-01,gunfire,Israeli security forces,2003
16.0,M,Palestinian,Gaza Strip,2003-01-01,2003-01-01,gunfire,Israeli security forces,2003
16.0,M,Palestinian,Gaza Strip,2003-01-01,2003-01-01,gunfire,Israeli security forces,2003
23.0,M,Palestinian,West Bank,2003-01-01,2003-01-01,gunfire,Israeli security forces,2003
38.0,M,Palestinian,Gaza Strip,2002-12-31,2002-12-31,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-12-30,2002-12-30,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-12-30,2002-12-30,beating,Israeli security forces,2002
37.0,M,Palestinian,West Bank,2002-12-30,2002-12-30,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Israel,2002-12-30,2002-12-30,hit by a vehicle,Israeli security forces,2002
11.0,M,Palestinian,West Bank,2002-12-29,2002-12-29,gunfire,Israeli security forces,2002
11.0,F,Palestinian,Gaza Strip,2002-12-28,2002-12-28,gunfire,Israeli security forces,2002
19.0,M,Palestinian,West Bank,2002-12-27,2002-12-27,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-12-27,2002-12-27,gunfire,Israeli security forces,2002
17.0,M,Israeli,West Bank,2002-12-27,2002-12-27,gunfire,Palestinian civilians,2002
18.0,M,Israeli,West Bank,2002-12-27,2002-12-27,gunfire,Palestinian civilians,2002
16.0,M,Palestinian,West Bank,2002-12-26,2002-12-26,gunfire,Israeli security forces,2002
26.0,M,Palestinian,West Bank,2002-12-26,2002-12-26,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-12-26,2002-12-26,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Gaza Strip,2002-12-26,2002-12-26,gunfire,Israeli security forces,2002
27.0,M,Palestinian,West Bank,2002-12-26,2002-12-26,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-12-26,2002-12-26,gunfire,Israeli security forces,2002
35.0,M,Palestinian,West Bank,2002-12-26,2002-12-26,gunfire,Israeli security forces,2002
26.0,M,Palestinian,West Bank,2002-12-25,2002-12-25,gunfire,Israeli security forces,2002
14.0,M,Palestinian,Gaza Strip,2002-12-24,2002-12-24,gunfire,Israeli security forces,2002
38.0,M,Palestinian,Gaza Strip,2002-12-23,2002-12-23,gunfire,Israeli security forces,2002
29.0,M,Palestinian,West Bank,2002-12-23,2002-12-23,gunfire,Israeli security forces,2002
29.0,M,Palestinian,West Bank,2002-12-23,2002-12-23,gunfire,Israeli security forces,2002
12.0,M,Palestinian,Gaza Strip,2002-12-22,2003-01-13,gunfire,Israeli security forces,2003
22.0,M,Palestinian,Gaza Strip,2002-12-21,2002-12-21,gunfire,Israeli security forces,2002
12.0,F,Palestinian,Gaza Strip,2002-12-21,2002-12-21,gunfire,Israeli security forces,2002
25.0,M,Palestinian,Gaza Strip,2002-12-20,2002-12-20,gunfire,Israeli security forces,2002
40.0,M,Israeli,Gaza Strip,2002-12-20,2002-12-20,gunfire,Palestinian civilians,2002
48.0,F,Palestinian,Gaza Strip,2002-12-19,2002-12-19,gunfire,Israeli security forces,2002
11.0,F,Palestinian,Gaza Strip,2002-12-19,2002-12-19,gunfire,Israeli security forces,2002
15.0,M,Palestinian,Gaza Strip,2002-12-18,2002-12-18,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-12-17,2002-12-17,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-12-16,2002-12-16,gunfire,Israeli security forces,2002
19.0,M,Palestinian,Gaza Strip,2002-12-16,2002-12-16,gunfire,Israeli security forces,2002
22.0,M,Palestinian,Gaza Strip,2002-12-16,2002-12-16,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-12-16,2002-12-16,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-12-13,2002-12-13,gunfire,Israeli security forces,2002
32.0,M,Palestinian,West Bank,2002-12-13,2002-12-13,gunfire,Israeli security forces,2002
23.0,M,Palestinian,Gaza Strip,2002-12-12,2002-12-12,gunfire,Israeli security forces,2002
27.0,M,Palestinian,Gaza Strip,2002-12-12,2002-12-12,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Gaza Strip,2002-12-12,2002-12-12,gunfire,Israeli security forces,2002
35.0,M,Palestinian,Gaza Strip,2002-12-12,2002-12-12,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-12-12,2002-12-12,gunfire,Israeli security forces,2002
27.0,M,Palestinian,Gaza Strip,2002-12-12,2002-12-12,gunfire,Israeli security forces,2002
27.0,M,Palestinian,West Bank,2002-12-11,2002-12-11,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-12-10,2002-12-10,gunfire,Israeli security forces,2002
21.0,F,Palestinian,West Bank,2002-12-09,2002-12-09,gunfire,Israeli security forces,2002
28.0,M,Palestinian,West Bank,2002-12-09,2002-12-09,gunfire,Israeli security forces,2002
41.0,F,Palestinian,Gaza Strip,2002-12-08,2002-12-08,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-12-07,2002-12-07,gunfire,Israeli security forces,2002
27.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
30.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
28.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
28.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
30.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
28.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
30.0,F,Palestinian,Gaza Strip,2002-12-06,2002-12-06,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-12-06,2003-09-22,gunfire,Israeli security forces,2003
0.0,M,Palestinian,West Bank,2002-12-04,2002-12-04,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-12-04,2002-12-04,gunfire,Israeli security forces,2002
33.0,M,Palestinian,Gaza Strip,2002-12-04,2002-12-04,gunfire,Israeli security forces,2002
94.0,F,Palestinian,West Bank,2002-12-03,2002-12-03,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-12-03,2002-03-12,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-12-03,2002-03-12,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-12-03,2002-03-12,gunfire,Israeli security forces,2002
26.0,M,Palestinian,West Bank,2002-12-03,2002-03-12,gunfire,Israeli security forces,2002
18.0,M,Palestinian,West Bank,2002-12-03,2002-03-12,gunfire,Israeli security forces,2002
19.0,M,Palestinian,West Bank,2002-12-02,2002-12-02,gunfire,Israeli security forces,2002
19.0,M,Palestinian,Gaza Strip,2002-12-02,2002-12-02,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-12-02,2002-12-02,gunfire,Israeli security forces,2002
69.0,M,Palestinian,Gaza Strip,2002-12-01,2002-12-01,house demolition,Israeli security forces,2002
32.0,M,Palestinian,Gaza Strip,2002-12-01,2002-12-01,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-11-30,2002-11-30,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Gaza Strip,2002-11-29,2002-11-29,gunfire,Israeli security forces,2002
56.0,M,Israeli,Israel,2002-11-28,2002-11-28,gunfire,Palestinian civilians,2002
35.0,M,Israeli,Israel,2002-11-28,2002-11-28,gunfire,Palestinian civilians,2002
44.0,M,Israeli,Israel,2002-11-28,2002-11-28,gunfire,Palestinian civilians,2002
48.0,M,Israeli,Israel,2002-11-28,2002-11-28,gunfire,Palestinian civilians,2002
36.0,M,Israeli,Israel,2002-11-28,2002-11-28,gunfire,Palestinian civilians,2002
19.0,M,Palestinian,Israel,2002-11-28,2002-11-28,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Israel,2002-11-28,2002-11-28,gunfire,Israeli security forces,2002
54.0,M,Israeli,Israel,2002-11-28,2002-11-28,gunfire,Palestinian civilians,2002
33.0,M,Palestinian,West Bank,2002-11-27,2002-11-27,gunfire,Israeli security forces,2002
24.0,M,Palestinian,West Bank,2002-11-27,2002-11-27,gunfire,Israeli security forces,2002
26.0,M,Palestinian,West Bank,2002-11-26,2002-11-26,explosion,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-11-26,2002-11-26,explosion,Israeli security forces,2002
8.0,M,Palestinian,West Bank,2002-11-25,2002-11-25,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-11-23,2002-11-23,gunfire,Israeli security forces,2002
30.0,M,Israeli,Gaza Strip,2002-11-22,2002-11-22,gunfire,Palestinian civilians,2002
26.0,M,Palestinian,Gaza Strip,2002-11-22,2002-11-22,gunfire,Israeli security forces,2002
11.0,M,Palestinian,West Bank,2002-11-22,2002-11-22,gunfire,Israeli security forces,2002
67.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
8.0,M,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
44.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
13.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
22.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
32.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
46.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
56.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
14.0,F,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
16.0,M,Israeli,Israel,2002-11-21,2002-11-21,explosion,Palestinian civilians,2002
13.0,M,Palestinian,West Bank,2002-11-20,2002-11-20,gunfire,Israeli security forces,2002
30.0,M,Palestinian,West Bank,2002-11-19,2002-11-19,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-11-19,2002-11-19,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-11-19,2002-11-19,gunfire,Israeli security forces,2002
40.0,M,Palestinian,West Bank,2002-11-19,2002-11-19,gunfire,Israeli security forces,2002
40.0,M,Palestinian,West Bank,2002-11-19,2002-11-19,gunfire,Israeli security forces,2002
48.0,F,Israeli,West Bank,2002-11-18,2002-11-18,gunfire,Palestinian civilians,2002
25.0,M,Palestinian,West Bank,2002-11-17,2002-11-17,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-11-16,2002-11-16,gunfire,Israeli security forces,2002
21.0,F,Palestinian,West Bank,2002-11-16,2002-11-16,gunfire,Israeli security forces,2002
33.0,M,Palestinian,West Bank,2002-11-15,2002-11-15,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-11-15,2002-11-15,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-11-15,2002-11-15,gunfire,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-11-15,2002-11-15,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-11-15,2002-11-15,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-11-14,2002-11-14,gunfire,Israeli security forces,2002
36.0,M,Palestinian,Gaza Strip,2002-11-14,2002-11-14,gunfire,Israeli security forces,2002
2.0,M,Palestinian,Gaza Strip,2002-11-13,2002-11-13,gunfire,Israeli security forces,2002
2.0,M,Palestinian,Gaza Strip,2002-11-11,2002-11-11,gunfire,Israeli security forces,2002
4.0,M,Israeli,Israel,2002-11-10,2002-11-10,gunfire,Palestinian civilians,2002
5.0,M,Israeli,Israel,2002-11-10,2002-11-10,gunfire,Palestinian civilians,2002
34.0,F,Israeli,Israel,2002-11-10,2002-11-10,gunfire,Palestinian civilians,2002
42.0,F,Israeli,Israel,2002-11-10,2002-11-10,gunfire,Palestinian civilians,2002
43.0,M,Israeli,Israel,2002-11-10,2002-11-10,gunfire,Palestinian civilians,2002
27.0,M,Palestinian,West Bank,2002-11-09,2002-11-09,gunfire,Israeli security forces,2002
23.0,M,Israeli,Gaza Strip,2002-11-09,2002-11-09,explosion,Palestinian civilians,2002
34.0,M,Palestinian,West Bank,2002-11-08,2002-11-08,gunfire,Israeli security forces,2002
25.0,M,Palestinian,West Bank,2002-11-08,2002-11-08,gunfire,Israeli security forces,2002
18.0,M,Palestinian,West Bank,2002-11-07,2002-11-07,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-11-07,2002-11-07,gunfire,Israeli security forces,2002
18.0,M,Israeli,Gaza Strip,2002-11-06,2002-11-06,gunfire,Palestinian civilians,2002
52.0,M,Israeli,Gaza Strip,2002-11-06,2002-11-06,gunfire,Palestinian civilians,2002
23.0,M,Palestinian,Gaza Strip,2002-11-06,2002-11-06,gunfire,Israeli civilians,2002
18.0,M,Palestinian,Gaza Strip,2002-11-05,2002-11-05,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Gaza Strip,2002-11-05,2002-11-05,gunfire,Israeli security forces,2002
18.0,M,Palestinian,Gaza Strip,2002-11-04,2002-11-04,gunfire,Israeli security forces,2002
36.0,M,Palestinian,West Bank,2002-11-04,2002-11-04,explosion,Israeli security forces,2002
27.0,M,Palestinian,West Bank,2002-11-04,2002-11-04,explosion,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-11-04,2002-11-04,gunfire,Israeli security forces,2002
51.0,M,Israeli,Israel,2002-11-04,2002-11-04,explosion,Palestinian civilians,2002
15.0,M,Israeli,Israel,2002-11-04,2002-11-04,explosion,Palestinian civilians,2002
36.0,M,Palestinian,Gaza Strip,2002-11-03,2002-11-04,gunfire,Israeli security forces,2002
22.0,M,Palestinian,Gaza Strip,2002-11-03,2002-11-03,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Gaza Strip,2002-11-03,2002-11-03,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-11-03,2002-11-03,gunfire,Israeli security forces,2002
37.0,M,Palestinian,West Bank,2002-10-31,2002-10-31,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-10-31,2002-10-31,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-10-30,2002-10-30,gunfire,Israeli civilians,2002
14.0,F,Israeli,West Bank,2002-10-29,2002-10-29,gunfire,Palestinian civilians,2002
22.0,M,Palestinian,West Bank,2002-10-29,2002-10-29,gunfire,Israeli security forces,2002
20.0,M,Palestinian,West Bank,2002-10-29,2002-10-29,gunfire,Israeli security forces,2002
53.0,F,Israeli,West Bank,2002-10-29,2002-10-29,gunfire,Palestinian civilians,2002
14.0,F,Israeli,West Bank,2002-10-29,2002-10-29,gunfire,Palestinian civilians,2002
18.0,M,Palestinian,West Bank,2002-10-28,2002-10-28,gunfire,Israeli security forces,2002
21.0,M,Palestinian,West Bank,2002-10-27,2002-10-27,gunfire,Israeli security forces,2002
24.0,M,Palestinian,West Bank,2002-10-27,2002-10-27,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-10-27,2002-10-27,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-10-26,2002-10-26,gunfire,Israeli security forces,2002
13.0,M,Palestinian,Gaza Strip,2002-10-26,2002-10-26,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-10-24,2002-10-24,gunfire,Israeli security forces,2002
16.0,F,Israeli,Israel,2002-10-22,2002-10-22,explosion,Palestinian civilians,2002
35.0,M,Israeli,Israel,2002-10-21,2002-10-21,explosion,Palestinian civilians,2002
33.0,F,Israeli,Israel,2002-10-21,2002-10-21,explosion,Palestinian civilians,2002
54.0,M,Israeli,Israel,2002-10-21,2002-10-21,explosion,Palestinian civilians,2002
23.0,F,Israeli,Israel,2002-10-21,2002-10-21,explosion,Palestinian civilians,2002
56.0,F,Israeli,Israel,2002-10-21,2002-10-21,explosion,Palestinian civilians,2002
68.0,F,Israeli,Israel,2002-10-21,2002-10-21,explosion,Palestinian civilians,2002
17.0,M,Palestinian,Gaza Strip,2002-10-18,2002-10-18,gunfire,Israeli security forces,2002
8.0,F,Palestinian,Gaza Strip,2002-10-17,2002-10-17,gunfire,Israeli security forces,2002
8.0,M,Palestinian,Gaza Strip,2002-10-17,2002-11-11,gunfire,Israeli security forces,2002
25.0,M,Palestinian,Gaza Strip,2002-10-17,2002-10-17,gunfire,Israeli security forces,2002
15.0,M,Palestinian,Gaza Strip,2002-10-17,2002-10-17,gunfire,Israeli security forces,2002
32.0,F,Palestinian,Gaza Strip,2002-10-17,2002-10-17,gunfire,Israeli security forces,2002
70.0,F,Palestinian,Gaza Strip,2002-10-17,2002-10-17,gunfire,Israeli security forces,2002
29.0,M,Palestinian,Gaza Strip,2002-10-17,2002-10-17,gunfire,Israeli security forces,2002
55.0,M,Palestinian,Gaza Strip,2002-10-16,2002-10-16,gunfire,Israeli security forces,2002
17.0,M,Palestinian,West Bank,2002-10-16,2002-10-16,gunfire,Israeli security forces,2002
23.0,M,Palestinian,West Bank,2002-10-14,2002-10-14,gunfire,Israeli security forces,2002
27.0,M,Palestinian,West Bank,2002-10-14,2002-10-14,gunfire,Israeli security forces,2002
40.0,F,Palestinian,West Bank,2002-10-13,2002-10-13,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-10-13,2002-10-13,gunfire,Israeli security forces,2002
2.0,M,Palestinian,Gaza Strip,2002-10-13,2002-10-13,house demolition,Israeli security forces,2002
30.0,M,Palestinian,Israel,2002-10-13,2002-10-13,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Israel,2002-10-13,2002-10-13,gunfire,Israeli security forces,2002
60.0,M,Palestinian,Gaza Strip,2002-10-13,2002-10-24,house demolition,Israeli security forces,2002
28.0,M,Palestinian,West Bank,2002-10-13,2002-10-13,explosion,Israeli security forces,2002
19.0,M,Palestinian,West Bank,2002-10-12,2002-10-12,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Gaza Strip,2002-10-12,2002-10-12,gunfire,Israeli security forces,2002
50.0,F,Palestinian,West Bank,2002-10-11,2002-10-11,gunfire,Israeli security forces,2002
12.0,F,Palestinian,Gaza Strip,2002-10-11,2002-10-11,gunfire,Israeli security forces,2002
43.0,F,Palestinian,Gaza Strip,2002-10-11,2002-10-11,gunfire,Israeli security forces,2002
15.0,M,Palestinian,Gaza Strip,2002-10-11,2002-10-11,gunfire,Israeli security forces,2002
71.0,F,Israeli,Israel,2002-10-10,2002-10-10,explosion,Palestinian civilians,2002
18.0,M,Palestinian,Gaza Strip,2002-10-10,2002-10-10,gunfire,Israeli security forces,2002
13.0,M,Palestinian,Gaza Strip,2002-10-10,2002-10-10,gunfire,Israeli security forces,2002
14.0,M,Palestinian,Gaza Strip,2002-10-09,2002-10-09,gunfire,Israeli security forces,2002
51.0,M,Israeli,West Bank,2002-10-08,2002-10-09,gunfire,Palestinian civilians,2002
50.0,F,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
42.0,M,Palestinian,West Bank,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
28.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-11,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-09,gunfire,Israeli security forces,2002
13.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
35.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-09,gunfire,Israeli security forces,2002
0.0,0,Palestinian,West Bank,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
17.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
22.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
30.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
25.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
41.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
17.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
16.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Gaza Strip,2002-10-07,2002-10-07,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-10-06,2002-10-06,gunfire,Israeli civilians,2002
43.0,M,Palestinian,West Bank,2002-10-06,2003-10-04,gunfire,Israeli security forces,2003
0.0,M,Palestinian,West Bank,2002-10-06,2002-10-06,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-10-05,2002-10-05,gunfire,Israeli security forces,2002
16.0,M,Palestinian,West Bank,2002-10-05,2002-10-05,gunfire,Israeli security forces,2002
51.0,M,Palestinian,West Bank,2002-10-05,2002-10-06,gunfire,Israeli security forces,2002
50.0,M,Palestinian,Gaza Strip,2002-10-01,2002-10-01,gunfire,Israeli security forces,2002
13.0,M,Palestinian,West Bank,2002-09-30,2002-09-30,gunfire,Israeli security forces,2002
12.0,M,Palestinian,West Bank,2002-09-30,2002-09-30,gunfire,Israeli security forces,2002
18.0,M,Palestinian,Gaza Strip,2002-09-28,2002-09-28,gunfire,Israeli security forces,2002
25.0,M,Palestinian,Gaza Strip,2002-09-28,2002-09-28,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-09-28,2002-09-28,gunfire,Israeli security forces,2002
40.0,M,Palestinian,Gaza Strip,2002-09-27,2002-09-27,gunfire,Israeli security forces,2002
34.0,M,Palestinian,Gaza Strip,2002-09-27,2002-09-27,gunfire,Israeli security forces,2002
20.0,M,Palestinian,Gaza Strip,2002-09-26,2002-09-26,gunfire,Israeli security forces,2002
1.0,F,Palestinian,West Bank,2002-09-26,2002-09-26,gunfire,Israeli security forces,2002
0.0,M,Palestinian,West Bank,2002-09-26,2002-09-26,gunfire,Israeli security forces,2002
52.0,M,Palestinian,West Bank,2002-09-26,2002-09-26,gunfire,Israeli security forces,2002
32.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
50.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
34.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
45.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
14.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
21.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
40.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
27.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
25.0,M,Palestinian,Gaza Strip,2002-09-24,2002-09-24,gunfire,Israeli security forces,2002
48.0,M,Israeli,West Bank,2002-09-23,2002-09-23,gunfire,Palestinian civilians,2002
32.0,M,Palestinian,West Bank,2002-09-22,2002-09-22,gunfire,Israeli security forces,2002
28.0,M,Palestinian,West Bank,2002-09-22,2002-09-22,gunfire,Israeli security forces,2002
14.0,M,Palestinian,West Bank,2002-09-22,2002-09-22,gunfire,Israeli security forces,2002
19.0,M,Palestinian,West Bank,2002-09-22,2002-09-22,gunfire,Israeli security forces,2002
19.0,M,Palestinian,West Bank,2002-09-22,2002-09-22,gunfire,Israeli security forces,2002
0.0,M,Palestinian,Gaza Strip,2002-09-20,2002-09-20,gunfire,Israeli security forces,2002
25.0,F,Palestinian,Gaza Strip,2002-09-20,2002-09-20,gunfire,Israeli security forces,2002
14.0,M,Palestinian,Gaza Strip,2002-09-20,2002-09-20,gunfire,Israeli security forces,2002
17.0,M,Palestinian,Gaza Strip,2002-09-20,2002-09-20,gunfire,Israeli security forces,2002
35.0,M,Palestinian,Gaza Strip,2002-09-20,2002-09-20,gunfire,Israeli security forces,2002
49.0,F,Israeli,Israel,2002-09-19,2002-09-19,explosion,Palestinian civilians,2002
79.0,M,Israeli,Israel,2002-09-19,2002-09-19,explosion,Palestinian civilians,2002
63.0,F,Israeli,Israel,2002-09-19,2002-09-19,explosion,Palestinian civilians,2002
29.0,M,Israeli,Israel,2002-09-19,2002-09-19,explosion,Palestinian civilians,2002
12.0,M,Palestinian,West Bank,2002-09-19,2002-09-19,gunfire,Israeli security forces,2002
39.0,M,Israeli,Israel,2002-09-19,2002-09-19,explosion,Palestinian civilians,2002
67.0,M,Israeli,West Bank,2002-09-18,2002-09-18,beating,Palestinian civilians,2002
36.0,M,Israeli,West Bank,2002-09-18,2002-09-18,gunfire,Palestinian civilians,2002
0.0,M,Palestinian,West Bank,2002-09-17,2002-09-17,gunfire,Israeli security forces,2002
26.0,M,Palestinian,Gaza Strip,2002-09-14,2002-09-14,gunfire,Israeli security forces,2002
39.0,M,Palestinian,West Bank,2002-09-10,2002-09-10,gunfire,Israeli security forces,2002
32.0,M,Palestinian,West Bank,2002-09-10,2002-09-10,gunfire,Israeli security forces,2002
18.0,M,Palestinian,Gaza Strip,2002-09-08,2002-09-08,gunfire,Israeli security forces,2002
24.0,M,Palestinian,Gaza Strip,2002-09-08,2002-09-08,gunfire,Israeli security forces,2002
22.0,M,Palestinian,West Bank,2002-09-06,2002-09-06,gunfire,Israeli security forces,2002
30.0,M,Palestinian,West Bank,2002-09-06,2002-09-06,gunfire,Israeli security forces,2002
24.0,M,Israeli,Gaza Strip,2002-09-05,2002-09-05,gunfire,Palestinian civilians,2002
0.0,0,Palestinian,Gaza Strip,2002-09-05,2002-09-05,gunfire,Israeli security forces,2002
21.0,M,Israeli,Gaza Strip,2002-09-05,2002-09-05,explosion,Palestinian civilians,2002
20.0,M,Palestinian,Gaza Strip,2002-09-03,2002-09-03,gunfire,Israeli security forces,2002
