age,gender,citizenship,event_location_region,date_of_event,date_of_death,type_of_injury,killed_by,year_of_death
43.0,M,Israeli,Israel,2006-11-21,2006-11-22,gunfire,Palestinian civilians,2006
15.0,M,Palestinian,West Bank,2006-11-20,2006-11-20,gunfire,Israeli security forces,2006
27.0,M,Palestinian,Gaza Strip,2006-11-20,2006-11-20,gunfire,Israeli security forces,2006
25.0,M,Palestinian,Gaza Strip,2006-11-20,2006-11-20,gunfire,Israeli security forces,2006
72.0,M,Palestinian,Gaza Strip,2006-11-19,2006-11-19,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-18,2006-11-18,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-11-18,2006-11-18,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-11-18,2006-11-18,gunfire,Israeli security forces,2006
18.0,M,Palestinian,West Bank,2006-11-17,2006-11-17,gunfire,Israeli security forces,2006
57.0,F,Israeli,Israel,2006-11-15,2006-11-15,gunfire,Palestinian civilians,2006
25.0,M,Palestinian,West Bank,2006-11-15,2006-11-16,gunfire,Israeli security forces,2006
25.0,M,Palestinian,West Bank,2006-11-14,2006-11-14,gunfire,Israeli security forces,2006
14.0,M,Palestinian,Gaza Strip,2006-11-12,2006-11-12,gunfire,Israeli security forces,2006
44.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
33.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
55.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
10.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
0.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
9.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
15.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
29.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
28.0,M,Palestinian,West Bank,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
16.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
57.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
33.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
84.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
3.0,F,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
45.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
29.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
40.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-10,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
29.0,M,Palestinian,West Bank,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
30.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
31.0,M,Palestinian,West Bank,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
25.0,M,Palestinian,West Bank,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
32.0,M,Palestinian,West Bank,2006-11-08,2006-11-08,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
45.0,F,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
29.0,M,Palestinian,Gaza Strip,2006-11-07,2006-11-07,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-06,2006-11-06,gunfire,Israeli security forces,2006
24.0,F,Palestinian,Gaza Strip,2006-11-06,2006-11-18,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-11-06,2006-11-12,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-11-06,2006-11-06,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-06,2006-11-06,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-06,2006-11-06,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-11-06,2006-11-06,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-11-05,2006-11-05,gunfire,Israeli security forces,2006
27.0,M,Palestinian,Gaza Strip,2006-11-05,2006-11-05,gunfire,Israeli security forces,2006
31.0,M,Palestinian,Gaza Strip,2006-11-05,2006-11-05,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-05,2006-11-06,gunfire,Israeli security forces,2006
32.0,M,Palestinian,Gaza Strip,2006-11-05,2006-11-05,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
32.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
30.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
27.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
25.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
13.0,F,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
48.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,0,Israeli security forces,2006
32.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
15.0,M,Palestinian,Gaza Strip,2006-11-04,2006-11-04,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
16.0,M,Palestinian,West Bank,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
34.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-24,gunfire,Israeli security forces,2006
17.0,M,Palestinian,West Bank,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
27.0,M,Palestinian,West Bank,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
83.0,F,Palestinian,West Bank,2006-11-03,2006-11-05,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-04,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
45.0,F,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
44.0,F,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
30.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-12,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
42.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
42.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-11-03,2006-11-03,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
3.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
31.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
29.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
71.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
25.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-08,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-11-02,2006-11-02,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-11-01,2006-11-01,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-11-01,2006-11-01,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-01,2006-11-01,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-11-01,2006-11-01,gunfire,Israeli security forces,2006
21.0,M,Israeli,Gaza Strip,2006-11-01,2006-11-01,gunfire,Palestinian civilians,2006
25.0,M,Palestinian,Gaza Strip,2006-11-01,2006-11-01,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-11-01,2006-11-01,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-11-01,2006-11-01,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-10-31,2006-10-31,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-10-31,2006-10-31,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-10-31,2006-10-31,gunfire,Israeli security forces,2006
16.0,M,Palestinian,West Bank,2006-10-27,2006-10-27,gunfire,Israeli security forces,2006
27.0,M,Palestinian,West Bank,2006-10-27,2006-10-27,gunfire,Israeli security forces,2006
28.0,M,Palestinian,West Bank,2006-10-27,2006-10-27,gunfire,Israeli security forces,2006
27.0,M,Palestinian,Gaza Strip,2006-10-26,2006-10-26,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-10-26,2006-10-26,gunfire,Israeli security forces,2006
34.0,M,Palestinian,Gaza Strip,2006-10-26,2006-10-26,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-10-23,2006-10-23,gunfire,Israeli security forces,2006
64.0,F,Palestinian,Gaza Strip,2006-10-23,2006-10-27,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-10-23,2006-10-23,gunfire,Israeli security forces,2006
31.0,M,Palestinian,Gaza Strip,2006-10-23,2006-10-23,gunfire,Israeli security forces,2006
38.0,M,Palestinian,Gaza Strip,2006-10-23,2006-10-23,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-10-23,2006-10-23,gunfire,Israeli security forces,2006
35.0,M,Palestinian,Gaza Strip,2006-10-23,2006-10-23,gunfire,Israeli security forces,2006
31.0,M,Palestinian,Gaza Strip,2006-10-23,2006-10-23,gunfire,Israeli security forces,2006
22.0,M,Palestinian,West Bank,2006-10-22,2006-10-22,gunfire,Israeli security forces,2006
48.0,M,Palestinian,Gaza Strip,2006-10-21,2006-10-21,gunfire,Israeli security forces,2006
28.0,M,Palestinian,Gaza Strip,2006-10-18,2006-10-18,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-10-18,2006-10-18,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-10-18,2006-10-18,gunfire,Israeli security forces,2006
17.0,M,Palestinian,West Bank,2006-10-17,2006-10-17,gunfire,Israeli security forces,2006
24.0,M,Palestinian,West Bank,2006-10-17,2006-10-17,gunfire,Israeli security forces,2006
21.0,M,Palestinian,West Bank,2006-10-17,2006-10-17,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-10-17,2006-10-17,gunfire,Israeli security forces,2006
24.0,M,Palestinian,West Bank,2006-10-17,2006-10-17,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-10-14,2006-10-14,gunfire,Israeli security forces,2006
33.0,M,Palestinian,Gaza Strip,2006-10-14,2006-10-14,gunfire,Israeli security forces,2006
30.0,M,Palestinian,Gaza Strip,2006-10-14,2006-10-14,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-10-14,2006-10-14,gunfire,Israeli security forces,2006
30.0,M,Palestinian,Gaza Strip,2006-10-14,2007-04-25,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2006-10-14,2006-10-14,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-10-14,2006-10-14,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-10-14,2006-10-14,gunfire,Israeli security forces,2006
30.0,F,Palestinian,Gaza Strip,2006-10-13,2006-10-13,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-10-13,2006-10-13,gunfire,Israeli security forces,2006
34.0,M,Palestinian,Gaza Strip,2006-10-13,2006-10-13,gunfire,Israeli security forces,2006
28.0,M,Palestinian,Gaza Strip,2006-10-13,2006-10-13,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
3.0,F,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
30.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
40.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
40.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
11.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-10-12,2006-10-12,gunfire,Israeli security forces,2006
31.0,M,Palestinian,West Bank,2006-10-11,2006-10-11,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-10-10,2006-10-10,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-10-10,2006-10-10,gunfire,Israeli security forces,2006
14.0,M,Palestinian,Gaza Strip,2006-10-09,2006-10-09,gunfire,Israeli security forces,2006
24.0,M,Palestinian,West Bank,2006-10-09,2006-10-09,gunfire,Israeli security forces,2006
24.0,M,Palestinian,West Bank,2006-10-08,2006-10-08,gunfire,Israeli security forces,2006
24.0,M,Palestinian,West Bank,2006-10-08,2006-10-08,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-10-05,2006-10-05,gunfire,Israeli security forces,2006
34.0,M,Palestinian,Gaza Strip,2006-10-04,2006-10-04,gunfire,Israeli security forces,2006
33.0,M,Palestinian,Israel,2006-10-04,2006-10-04,gunfire,Israeli security forces,2006
28.0,M,Palestinian,Gaza Strip,2006-10-04,2006-10-04,gunfire,Israeli security forces,2006
14.0,M,Palestinian,Gaza Strip,2006-10-03,2006-10-03,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-10-02,2006-10-02,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-09-30,2006-09-30,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-09-30,2006-09-30,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-09-29,2006-09-29,gunfire,Israeli security forces,2006
13.0,M,Palestinian,Gaza Strip,2006-09-29,2006-09-29,gunfire,Israeli security forces,2006
14.0,F,Palestinian,Gaza Strip,2006-09-27,2006-09-27,gunfire,Israeli security forces,2006
15.0,M,Palestinian,Gaza Strip,2006-09-21,2006-09-21,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-09-21,2006-09-21,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-09-21,2006-09-21,gunfire,Israeli security forces,2006
27.0,M,Palestinian,Gaza Strip,2006-09-21,2006-09-21,gunfire,Israeli security forces,2006
41.0,F,Palestinian,Gaza Strip,2006-09-21,2006-09-21,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-09-20,2006-09-20,gunfire,Israeli security forces,2006
26.0,M,Palestinian,West Bank,2006-09-19,2006-09-19,gunfire,Israeli security forces,2006
31.0,M,Palestinian,Gaza Strip,2006-09-14,2006-09-14,gunfire,Israeli security forces,2006
43.0,M,Israeli,Gaza Strip,2006-09-12,2006-09-12,gunfire,Palestinian civilians,2006
13.0,M,Palestinian,West Bank,2006-09-12,2006-09-12,gunfire,Israeli security forces,2006
14.0,M,Palestinian,Gaza Strip,2006-09-10,2006-09-10,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-09-09,2007-01-23,gunfire,Israeli security forces,2007
35.0,M,Palestinian,West Bank,2006-09-07,2006-09-07,gunfire,Israeli security forces,2006
38.0,M,Palestinian,West Bank,2006-09-07,2006-09-07,gunfire,Israeli security forces,2006
28.0,M,Palestinian,West Bank,2006-09-07,2006-09-07,gunfire,Israeli security forces,2006
15.0,M,Palestinian,Gaza Strip,2006-09-06,2006-09-06,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-09-06,2006-09-06,gunfire,Israeli security forces,2006
24.0,M,Palestinian,West Bank,2006-09-06,2006-09-06,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-09-06,2006-09-09,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-09-06,2007-04-06,gunfire,Israeli security forces,2007
32.0,M,Palestinian,Gaza Strip,2006-09-05,2006-09-05,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-09-05,2006-09-05,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-09-05,2006-09-05,gunfire,Israeli security forces,2006
33.0,M,Palestinian,Gaza Strip,2006-09-05,2006-09-05,gunfire,Israeli security forces,2006
56.0,M,Palestinian,Gaza Strip,2006-09-02,2006-09-02,gunfire,Israeli security forces,2006
27.0,M,Palestinian,Gaza Strip,2006-09-02,2006-09-02,gunfire,Israeli security forces,2006
15.0,F,Palestinian,Gaza Strip,2006-09-02,2006-09-02,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-09-02,2006-09-02,gunfire,Israeli security forces,2006
28.0,M,Palestinian,West Bank,2006-08-31,2006-08-31,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
35.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
16.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
29.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-08-30,2006-08-30,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-08-29,2006-08-29,gunfire,Israeli security forces,2006
23.0,M,Palestinian,West Bank,2006-08-29,2006-08-29,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-08-29,2006-08-29,gunfire,Israeli security forces,2006
14.0,M,Palestinian,Gaza Strip,2006-08-29,2006-08-29,gunfire,Israeli security forces,2006
27.0,M,Palestinian,West Bank,2006-08-29,2006-08-29,gunfire,Israeli security forces,2006
23.0,M,Palestinian,Gaza Strip,2006-08-29,2006-08-29,gunfire,Israeli security forces,2006
18.0,M,Palestinian,Gaza Strip,2006-08-28,2006-08-28,gunfire,Israeli security forces,2006
